cust_id,country,cust_name,cust_type
CUST-05170,ID,Dwi Utami,Gold
CUST-05171,ID,Ayu Nuraini,Regular
CUST-05172,ID,Rina Tjahyono,Regular
CUST-05173,ID,Putri Pamungkas,Silver
CUST-05174,ID,Dwi Utami,Regular
CUST-05175,MY,Hafiz Hassan,Silver
CUST-05176,ID,Dewi Siregar,Regular
CUST-05177,ID,Dewi Halim,Regular
CUST-05178,ID,Rizki Lestari,Regular
CUST-05179,ID,Cahyo Mahendra,Regular
CUST-05180,ID,Indra Nugroho,Regular
CUST-05181,ID,Dewi Pratama,Silver
CUST-05182,ID,Bambang Tjahyono,Regular
CUST-05183,SG,Ong Natalie,Silver
CUST-05184,MY,Nurul Basri,Silver
CUST-05185,ID,Rizki Siregar,Regular
CUST-05186,ID,Putri Mahendra,Regular
CUST-05187,ID,Putri Sutanto,Regular
CUST-05188,ID,Andi Ramadhani,Regular
CUST-05189,ID,Nur Tjahyono,Regular
CUST-05190,ID,Dwi Rahmawati,Silver
CUST-05191,ID,Anisa Siregar,Regular
CUST-05192,ID,Fajar Saputra,Gold
CUST-05193,ID,Indra Nugroho,Regular
CUST-05194,ID,Sari Wijaya,Regular
CUST-05195,ID,Putri Pamungkas,Regular
CUST-05196,ID,Eka Nugroho,Regular
CUST-05197,MY,Faiz Yusof,Regular
CUST-05198,ID,Wulan Rahmawati,Regular
CUST-05199,MY,Syafiq Othman,Silver
CUST-05200,MY,Syafiq Razak,Gold
CUST-05201,ID,Dewi Tjahyono,Regular
CUST-05202,ID,Yoga Ramadhani,Silver
CUST-05203,ID,Nur Utami,Regular
CUST-05204,ID,Andi Ramadhani,Regular
CUST-05205,ID,Anisa Mahendra,Regular
CUST-05206,ID,Bambang Ramadhani,Silver
CUST-05207,ID,Ayu Santoso,Silver
CUST-05208,MY,Haziq Latif,Gold
CUST-05209,MY,Faiz Rahman,Regular
CUST-05210,ID,Agus Pratama,Regular
CUST-05211,ID,Bambang Halim,Regular
CUST-05212,ID,Anisa Wibowo,Gold
CUST-05213,ID,Dewi Permata,Gold
CUST-05214,ID,Andi Ramadhani,Silver
CUST-05215,ID,Yoga Gunawan,Gold
CUST-05216,ID,Fajar Saputra,Silver
CUST-05217,ID,Yoga Wibowo,Regular
CUST-05218,ID,Yoga Halim,Regular
CUST-05219,SG,Quek Sarah,Silver
CUST-05220,ID,Putri Wibowo,Regular
CUST-05221,ID,Bambang Wibowo,Silver
CUST-05222,MY,Izzat Idris,Gold
CUST-05223,SG,Lim Jia Hui,Regular
CUST-05224,ID,Eka Wijaya,Regular
CUST-05225,MY,Siti Idris,Regular
CUST-05226,SG,Ng Wei Ming,Gold
CUST-05227,SG,Lau Aaron,Silver
CUST-05228,ID,Nur Ramadhani,Silver
CUST-05229,MY,Zulkifli Nasir,Silver
CUST-05230,MY,Siti Yusof,Regular
CUST-05231,SG,Chua Jun Jie,Silver
CUST-05232,ID,Yoga Gunawan,Regular
CUST-05233,ID,Dewi Siregar,Gold
CUST-05234,ID,Dewi Siregar,Regular
CUST-05235,ID,Anisa Nuraini,Regular
CUST-05236,ID,Rudi Siregar,Silver
CUST-05237,ID,Eka Utami,Gold
CUST-05238,MY,Haziq Othman,Silver
CUST-05239,SG,Chan Hui Min,Gold
CUST-05240,ID,Rudi Mahendra,Regular
CUST-05241,MY,Nurul Razak,Silver
CUST-05242,ID,Ayu Utami,Platinum
CUST-05243,ID,Rizki Lestari,Regular
CUST-05244,ID,Rudi Pratama,Regular
CUST-05245,ID,Cahyo Hidayat,Regular
CUST-05246,ID,Rizki Tjahyono,Silver
CUST-05247,MY,Hakim Razak,Regular
CUST-05248,ID,Fajar Ramadhani,Silver
CUST-05249,ID,Fajar Saputra,Regular
CUST-05250,ID,Cahyo Nugroho,Silver
CUST-05251,ID,Fajar Mahendra,Regular
CUST-05252,ID,Sari Halim,Gold
CUST-05253,ID,Rudi Wijaya,Gold
CUST-05254,ID,Rina Sutanto,Silver
CUST-05255,ID,Indra Sutanto,Regular
CUST-05256,MY,Farah Salleh,Gold
CUST-05257,ID,Bambang Ramadhani,Regular
CUST-05258,MY,Siti Idris,Silver
CUST-05259,ID,Fajar Nuraini,Platinum
CUST-05260,ID,Fajar Utami,Gold
CUST-05261,MY,Azlan Kamal,Gold
CUST-05262,ID,Dwi Ramadhani,Silver
CUST-05263,MY,Nurul Latif,Regular
CUST-05264,ID,Ayu Mahendra,Platinum
CUST-05265,ID,Sari Tjahyono,Silver
CUST-05266,ID,Eka Nuraini,Regular
CUST-05267,ID,Fajar Lestari,Regular
CUST-05268,ID,Cahyo Permata,Regular
CUST-05269,ID,Agus Wibowo,Regular
CUST-05270,MY,Ahmad Salleh,Gold
CUST-05271,ID,Eka Ramadhani,Regular
CUST-05272,ID,Andi Pratama,Regular
CUST-05273,ID,Wulan Ramadhani,Regular
CUST-05274,ID,Dewi Siregar,Silver
CUST-05275,ID,Rina Mahendra,Silver
CUST-05276,ID,Andi Ramadhani,Silver
CUST-05277,ID,Ayu Mahendra,Silver
CUST-05278,SG,Chua Jia Hui,Regular
CUST-05279,SG,Ong Hui Min,Silver
CUST-05280,ID,Nur Wibowo,Gold
CUST-05281,ID,Dwi Siregar,Platinum
CUST-05282,ID,Dewi Nuraini,Gold
CUST-05283,ID,Andi Saputra,Gold
CUST-05284,ID,Putri Halim,Platinum
CUST-05285,ID,Rina Hidayat,Regular
CUST-05286,ID,Ayu Ramadhani,Regular
CUST-05287,MY,Amir Othman,Gold
CUST-05288,SG,Goh Aaron,Silver
CUST-05289,MY,Aisyah Roslan,Silver
CUST-05290,ID,Dwi Mahendra,Gold
CUST-05291,ID,Cahyo Permata,Silver
CUST-05292,MY,Izzat Idris,Silver
CUST-05293,ID,Rina Nugroho,Silver
CUST-05294,ID,Rizki Wibowo,Regular
CUST-05295,MY,Aina Nasir,Regular
CUST-05296,ID,Agus Gunawan,Silver
CUST-05297,ID,Sari Permata,Silver
CUST-05298,ID,Cahyo Sutanto,Regular
CUST-05299,SG,Teo Aaron,Silver
CUST-05300,ID,Rudi Saputra,Regular
CUST-05301,MY,Izzat Othman,Regular
CUST-05302,ID,Eka Wijaya,Regular
CUST-05303,MY,Izzat Hassan,Regular
CUST-05304,ID,Ayu Halim,Regular
CUST-05306,MY,Syafiq Aziz,Silver
CUST-05307,SG,Quek Yi Ling,Silver
CUST-05308,ID,Sari Hidayat,Platinum
CUST-05309,ID,Ayu Tjahyono,Silver
CUST-05310,ID,Andi Ramadhani,Silver
CUST-05311,MY,Ahmad Abdullah,Silver
CUST-05312,ID,Andi Pamungkas,Regular
CUST-05313,ID,Eka Permata,Regular
CUST-05314,ID,Cahyo Pamungkas,Gold
CUST-05315,MY,Aisyah Halim,Regular
CUST-05316,ID,Fajar Wijaya,Silver
CUST-05317,MY,Aina Abdullah,Silver
CUST-05318,MY,Mohd Latif,Gold
CUST-05319,MY,Hafiz Roslan,Regular
CUST-05320,MY,Farah Shah,Regular
CUST-05321,ID,Nur Mahendra,Regular
CUST-05322,ID,Indra Permata,Silver
CUST-05323,ID,Rina Siregar,Silver
CUST-05324,SG,Koh Li Ting,Regular
CUST-05325,ID,Dewi Nugroho,Regular
CUST-05326,ID,Indra Ramadhani,Regular
CUST-05327,MY,Khairul Othman,Gold
CUST-05328,MY,Syafiq Abdullah,Regular
CUST-05329,ID,Bambang Hidayat,Regular
CUST-05330,ID,Fajar Nuraini,Platinum
CUST-05331,ID,Wulan Saputra,Gold
CUST-05332,ID,Yoga Gunawan,Silver
CUST-05333,ID,Sari Pamungkas,Regular
CUST-05334,ID,Cahyo Santoso,Platinum
CUST-05335,ID,Eka Nugroho,Regular
CUST-05336,ID,Nur Tjahyono,Regular
CUST-05337,ID,Nur Permata,Gold
CUST-05338,ID,Anisa Hidayat,Platinum
CUST-05339,ID,Rina Wibowo,Platinum
CUST-05340,ID,Cahyo Pamungkas,Regular
CUST-05341,MY,Nurul Kamal,Regular
CUST-05342,ID,Wulan Halim,Regular
CUST-05343,ID,Andi Saputra,Regular
CUST-05344,SG,Lau Daniel,Gold
CUST-05345,ID,Nur Siregar,Gold
CUST-05346,MY,Nurul Kamal,Regular
CUST-05347,ID,Dwi Nuraini,Gold
CUST-05348,ID,Dwi Pratama,Silver
CUST-05349,MY,Siti Jamal,Silver
CUST-05350,ID,Wulan Tjahyono,Regular
CUST-05351,ID,Dwi Tjahyono,Regular
CUST-05352,SG,Chua Daniel,Regular
CUST-05353,MY,Ahmad Hisyam,Regular
CUST-05354,ID,Indra Mahendra,Silver
CUST-05355,ID,Eka Pratama,Regular
CUST-05356,ID,Yoga Pratama,Silver
CUST-05357,MY,Farah Basri,Silver
CUST-05358,ID,Dwi Tjahyono,Platinum
CUST-05359,MY,Faiz Hisyam,Regular
CUST-05360,ID,Ayu Nugroho,Platinum
CUST-05361,ID,Rina Mahendra,Silver
CUST-05362,ID,Sari Halim,Regular
CUST-05363,MY,Amir Razak,Silver
CUST-05364,ID,Dwi Saputra,Silver
CUST-05365,ID,Sari Nuraini,Gold
CUST-05366,ID,Andi Mahendra,Gold
CUST-05367,ID,Andi Ramadhani,Regular
CUST-05368,ID,Anisa Wibowo,Regular
CUST-05369,ID,Rina Siregar,Regular
CUST-05370,MY,Khairul Kamal,Regular
CUST-05371,ID,Rudi Gunawan,Regular
CUST-05372,ID,Andi Tjahyono,Gold
CUST-05373,MY,Hafiz Halim,Regular
CUST-05374,ID,Fajar Sutanto,Silver
CUST-05375,MY,Aina Aziz,Regular
CUST-05376,ID,Putri Saputra,Silver
CUST-05377,ID,Nur Ramadhani,Silver
CUST-05378,ID,Rudi Siregar,Silver
CUST-05379,SG,Toh Mei Ling,Regular
CUST-05380,ID,Fajar Ramadhani,Regular
CUST-05381,ID,Dwi Utami,Regular
CUST-05382,ID,Nur Wibowo,Gold
CUST-05383,ID,Andi Pratama,Gold
CUST-05384,ID,Rudi Permata,Regular
CUST-05385,ID,Rudi Nuraini,Gold
CUST-05386,SG,Ong Wei Ming,Regular
CUST-05387,MY,Nurul Kamal,Gold
CUST-05388,MY,Azlan Yusof,Silver
CUST-05389,ID,Sari Permata,Gold
CUST-05390,MY,Haziq Othman,Regular
CUST-05391,ID,Rizki Rahmawati,Regular
CUST-05392,ID,Putri Wijaya,Regular
CUST-05393,ID,Rizki Permata,Regular
CUST-05394,MY,Ahmad Aziz,Regular
CUST-05395,ID,Indra Sutanto,Silver
CUST-05396,ID,Nur Hidayat,Regular
CUST-05397,ID,Rudi Sutanto,Regular
CUST-05398,ID,Putri Mahendra,Silver
CUST-05399,MY,Mohd Yusof,Regular
CUST-05400,ID,Rina Utami,Gold
CUST-05401,ID,Andi Nugroho,Silver
CUST-05402,ID,Rina Halim,Regular
CUST-05403,ID,Rina Pratama,Silver
CUST-05404,ID,Bambang Nugroho,Silver
CUST-05405,ID,Dewi Wijaya,Regular
CUST-05406,ID,Putri Lestari,Gold
CUST-05407,ID,Dewi Nuraini,Regular
CUST-05408,ID,Rudi Nugroho,Silver
CUST-05409,ID,Eka Nuraini,Regular
CUST-05410,ID,Bambang Halim,Regular
CUST-05411,MY,Hafiz Aziz,Regular
CUST-05412,ID,Putri Siregar,Gold
CUST-05413,MY,Faiz Roslan,Regular
CUST-05414,ID,Bambang Nuraini,Regular
CUST-05415,ID,Agus Permata,Gold
CUST-05416,ID,Yoga Mahendra,Regular
CUST-05417,ID,Rudi Rahmawati,Regular
CUST-05418,ID,Indra Halim,Regular
CUST-05419,ID,Andi Tjahyono,Regular
CUST-05420,ID,Yoga Lestari,Platinum
CUST-05421,ID,Rina Utami,Regular
CUST-05422,MY,Ahmad Latif,Gold
CUST-05423,ID,Nur Wibowo,Regular
CUST-05424,ID,Cahyo Pamungkas,Regular
CUST-05425,ID,Rudi Halim,Silver
CUST-05426,ID,Rudi Lestari,Silver
CUST-05427,ID,Indra Pratama,Regular
CUST-05428,ID,Rizki Santoso,Regular
CUST-05429,MY,Hafiz Aziz,Regular
CUST-05430,ID,Rina Permata,Regular
CUST-05431,ID,Andi Siregar,Regular
CUST-05432,ID,Yoga Pamungkas,Regular
CUST-05433,ID,Indra Lestari,Regular
CUST-05434,ID,Dewi Pamungkas,Regular
CUST-05435,MY,Siti Roslan,Regular
CUST-05436,ID,Cahyo Lestari,Gold
CUST-05437,ID,Wulan Rahmawati,Silver
CUST-05438,ID,Sari Halim,Regular
CUST-05439,MY,Siti Abdullah,Regular
CUST-05440,SG,Lim Chloe,Regular
CUST-05441,ID,Anisa Nugroho,Regular
CUST-05442,ID,Rina Mahendra,Gold
CUST-05443,ID,Rudi Hidayat,Silver
CUST-05444,SG,Koh Chloe,Regular
CUST-05445,ID,Wulan Santoso,Regular
CUST-05446,ID,Yoga Pamungkas,Gold
CUST-05447,MY,Aina Nasir,Regular
CUST-05448,MY,Amir Roslan,Regular
CUST-05449,ID,Rina Tjahyono,Silver
CUST-05450,ID,Sari Ramadhani,Regular
CUST-05451,ID,Anisa Santoso,Silver
CUST-05452,SG,Koh Nicholas,Gold
CUST-05453,MY,Aisyah Latif,Regular
CUST-05454,MY,Haziq Zainal,Regular
CUST-05455,ID,Anisa Mahendra,Regular
CUST-05456,ID,Bambang Hidayat,Regular
CUST-05457,ID,Indra Utami,Regular
CUST-05458,ID,Agus Lestari,Regular
CUST-05459,MY,Nadia Shah,Regular
CUST-05460,ID,Cahyo Ramadhani,Gold
CUST-05461,ID,Yoga Wijaya,Regular
CUST-05462,SG,Ng Rachel,Regular
CUST-05463,ID,Anisa Lestari,Silver
CUST-05464,SG,Ng Sarah,Gold
CUST-05465,MY,Amir Yusof,Platinum
CUST-05466,ID,Bambang Mahendra,Gold
CUST-05467,SG,Teo Mei Ling,Regular
CUST-05468,ID,Dewi Siregar,Regular
CUST-05469,ID,Rizki Gunawan,Platinum
CUST-05470,ID,Yoga Gunawan,Silver
CUST-05471,ID,Dwi Utami,Regular
CUST-05472,ID,Agus Pamungkas,Regular
CUST-05473,SG,Lim Wei Ming,Silver
CUST-05474,ID,Rina Nuraini,Regular
CUST-05475,ID,Sari Gunawan,Regular
CUST-05476,ID,Andi Pamungkas,Silver
CUST-05477,ID,Yoga Pamungkas,Gold
CUST-05478,ID,Wulan Permata,Regular
CUST-05479,MY,Nurul Hisyam,Regular
CUST-05480,MY,Izzat Kamal,Regular
CUST-05481,ID,Rudi Saputra,Gold
CUST-05482,MY,Nabila Kamal,Silver
CUST-05483,ID,Nur Gunawan,Regular
CUST-05484,MY,Amir Ismail,Silver
CUST-05485,ID,Rudi Hidayat,Gold
CUST-05486,ID,Bambang Rahmawati,Silver
CUST-05487,SG,Ong Nicholas,Silver
CUST-05488,ID,Andi Pamungkas,Regular
CUST-05489,ID,Fajar Nugroho,Gold
CUST-05490,ID,Yoga Ramadhani,Regular
CUST-05491,SG,Goh Li Ting,Regular
CUST-05492,ID,Dwi Siregar,Regular
CUST-05493,SG,Lim Mei Ling,Gold
CUST-05494,ID,Eka Hidayat,Silver
CUST-05495,ID,Cahyo Tjahyono,Regular
CUST-05496,ID,Cahyo Sutanto,Regular
CUST-05497,ID,Andi Mahendra,Gold
CUST-05498,ID,Rudi Wibowo,Regular
CUST-05499,MY,Farah Aziz,Silver
CUST-05500,ID,Indra Hidayat,Silver
CUST-05501,ID,Cahyo Siregar,Regular
CUST-05502,MY,Khairul Aziz,Regular
CUST-05503,SG,Lee Chloe,Regular
CUST-05504,ID,Rizki Sutanto,Platinum
CUST-05505,ID,Dwi Wijaya,Silver
CUST-05506,ID,Putri Pratama,Regular
CUST-05507,ID,Rina Nuraini,Regular
CUST-05508,ID,Rizki Pratama,Silver
CUST-05509,ID,Nur Nuraini,Regular
CUST-05510,ID,Rizki Nuraini,Regular
CUST-05511,ID,Yoga Wijaya,Regular
CUST-05512,ID,Putri Permata,Gold
CUST-05513,ID,Agus Siregar,Silver
CUST-05514,ID,Rina Gunawan,Regular
CUST-05515,MY,Haziq Latif,Silver
CUST-05516,ID,Putri Wibowo,Platinum
CUST-05517,ID,Eka Santoso,Regular
CUST-05518,MY,Izzat Nasir,Silver
CUST-05519,SG,Chan Daniel,Silver
CUST-05520,ID,Nur Halim,Silver
CUST-05521,ID,Yoga Permata,Regular
CUST-05522,ID,Andi Siregar,Gold
CUST-05523,ID,Sari Lestari,Silver
CUST-05524,MY,Amir Nasir,Regular
CUST-05525,ID,Rizki Ramadhani,Regular
CUST-05526,MY,Hafiz Rahman,Regular
CUST-05527,ID,Rina Wijaya,Regular
CUST-05528,ID,Indra Hidayat,Silver
CUST-05529,ID,Putri Pamungkas,Regular
CUST-05530,ID,Indra Siregar,Gold
CUST-05531,MY,Hafiz Razak,Silver
CUST-05532,ID,Ayu Tjahyono,Regular
CUST-05533,SG,Quek Wei Ming,Silver
CUST-05534,ID,Eka Pratama,Silver
CUST-05535,MY,Amir Razak,Regular
CUST-05536,MY,Haziq Basri,Regular
CUST-05537,SG,Tan Jia Hui,Silver
CUST-05538,ID,Ayu Gunawan,Silver
CUST-05539,MY,Hakim Salleh,Regular
CUST-05540,ID,Rizki Halim,Platinum
CUST-05541,ID,Cahyo Gunawan,Silver
CUST-05542,ID,Rina Ramadhani,Regular
CUST-05543,ID,Putri Santoso,Silver
CUST-05544,ID,Dewi Rahmawati,Gold
CUST-05545,ID,Ayu Pratama,Regular
CUST-05546,ID,Cahyo Siregar,Regular
CUST-05547,ID,Ayu Nuraini,Regular
CUST-05548,ID,Rina Pratama,Silver
CUST-05549,ID,Nur Lestari,Regular
CUST-05550,ID,Cahyo Hidayat,Gold
CUST-05551,ID,Wulan Gunawan,Gold
CUST-05552,MY,Amir Rahman,Gold
CUST-05553,SG,Lau Jia Hui,Regular
CUST-05554,MY,Azlan Yusof,Regular
CUST-05555,ID,Rina Halim,Silver
CUST-05556,ID,Andi Rahmawati,Silver
CUST-05557,MY,Aisyah Basri,Silver
CUST-05558,ID,Cahyo Nugroho,Regular
CUST-05559,ID,Wulan Halim,Gold
CUST-05560,ID,Rina Santoso,Regular
CUST-05561,SG,Ong Mei Ling,Regular
CUST-05562,ID,Dewi Sutanto,Regular
CUST-05563,ID,Indra Santoso,Regular
CUST-05564,ID,Fajar Nugroho,Regular
CUST-05565,ID,Bambang Siregar,Regular
CUST-05566,SG,Ong Jia Hui,Regular
CUST-05567,ID,Indra Utami,Gold
CUST-05568,MY,Mohd Razak,Regular
CUST-05569,SG,Yeo Jun Jie,Regular
CUST-05570,ID,Dwi Pamungkas,Gold
CUST-05571,ID,Ayu Pratama,Silver
CUST-05572,MY,Mohd Othman,Gold
CUST-05573,MY,Farah Razak,Silver
CUST-05574,ID,Eka Utami,Silver
CUST-05575,ID,Anisa Pratama,Silver
CUST-05576,ID,Dwi Nugroho,Regular
CUST-05577,ID,Cahyo Sutanto,Gold
CUST-05578,ID,Indra Tjahyono,Regular
CUST-05579,ID,Dwi Sutanto,Regular
CUST-05580,MY,Hafiz Othman,Silver
CUST-05581,MY,Hafiz Nasir,Gold
CUST-05582,ID,Dwi Santoso,Silver
CUST-05583,MY,Ahmad Aziz,Regular
CUST-05584,MY,Mohd Nasir,Regular
CUST-05585,ID,Putri Pratama,Regular
CUST-05586,ID,Dwi Rahmawati,Silver
CUST-05587,ID,Ayu Halim,Silver
CUST-05588,SG,Goh Jing Yi,Silver
CUST-05589,ID,Dwi Wijaya,Silver
CUST-05590,ID,Dewi Rahmawati,Regular
CUST-05591,ID,Dwi Pamungkas,Regular
CUST-05592,MY,Faiz Roslan,Gold
CUST-05593,MY,Amir Kamal,Gold
CUST-05594,ID,Agus Santoso,Gold
CUST-05595,ID,Yoga Halim,Regular
CUST-05596,ID,Dewi Saputra,Silver
CUST-05597,ID,Rina Utami,Gold
CUST-05598,MY,Hakim Latif,Silver
CUST-05599,MY,Khairul Othman,Regular
CUST-05600,ID,Dewi Halim,Gold
CUST-05601,MY,Syafiq Ismail,Gold
CUST-05602,ID,Rina Gunawan,Gold
CUST-05603,ID,Eka Sutanto,Silver
CUST-05604,ID,Indra Ramadhani,Regular
CUST-05605,ID,Andi Saputra,Regular
CUST-05606,ID,Cahyo Wijaya,Regular
CUST-05607,ID,Ayu Pratama,Regular
CUST-05608,SG,Goh Jing Yi,Silver
CUST-05609,ID,Agus Tjahyono,Regular
CUST-05610,ID,Sari Lestari,Regular
CUST-05611,ID,Bambang Rahmawati,Regular
CUST-05612,ID,Ayu Gunawan,Regular
CUST-05613,ID,Rina Pamungkas,Regular
CUST-05614,SG,Tan Nicholas,Gold
CUST-05615,ID,Indra Nuraini,Regular
CUST-05616,ID,Sari Ramadhani,Silver
CUST-05617,MY,Farah Salleh,Platinum
CUST-05618,ID,Ayu Sutanto,Regular
CUST-05619,ID,Dewi Hidayat,Silver
CUST-05620,ID,Andi Wijaya,Regular
CUST-05621,SG,Chan Mei Ling,Regular
CUST-05622,MY,Farah Razak,Silver
CUST-05623,SG,Lee Rachel,Gold
CUST-05624,ID,Putri Gunawan,Regular
CUST-05625,MY,Nadia Hisyam,Silver
CUST-05626,ID,Dwi Siregar,Regular
CUST-05627,ID,Rina Halim,Gold
CUST-05628,MY,Aina Roslan,Regular
CUST-05629,ID,Dwi Siregar,Regular
CUST-05630,ID,Eka Wibowo,Regular
CUST-05631,MY,Mohd Nasir,Gold
CUST-05632,ID,Rina Permata,Silver
CUST-05633,MY,Ahmad Kamal,Silver
CUST-05634,ID,Putri Hidayat,Gold
CUST-05635,MY,Mohd Basri,Silver
CUST-05636,MY,Zulkifli Razak,Regular
CUST-05637,MY,Ahmad Hisyam,Silver
CUST-05638,ID,Ayu Saputra,Regular
CUST-05639,ID,Rizki Tjahyono,Regular
CUST-05640,MY,Amir Kamal,Regular
CUST-05641,ID,Fajar Sutanto,Regular
CUST-05642,ID,Indra Gunawan,Regular
CUST-05643,ID,Ayu Gunawan,Regular
CUST-05644,ID,Rina Pamungkas,Silver
CUST-05645,MY,Haziq Latif,Regular
CUST-05646,MY,Nurul Rahman,Regular
CUST-05647,ID,Rina Pamungkas,Silver
CUST-05648,ID,Fajar Ramadhani,Regular
CUST-05649,MY,Nabila Othman,Regular
CUST-05650,ID,Andi Rahmawati,Silver
CUST-05651,ID,Cahyo Pamungkas,Silver
CUST-05652,ID,Cahyo Gunawan,Silver
CUST-05653,SG,Toh Mei Ling,Regular
CUST-05654,ID,Indra Nugroho,Regular
CUST-05655,ID,Dwi Utami,Regular
CUST-05656,MY,Nurul Jamal,Silver
CUST-05657,MY,Hanis Latif,Regular
CUST-05658,MY,Ahmad Zainal,Regular
CUST-05659,MY,Haziq Latif,Regular
CUST-05660,MY,Aina Halim,Regular
CUST-05661,ID,Dewi Pratama,Silver
CUST-05662,ID,Nur Nuraini,Silver
CUST-05663,ID,Anisa Tjahyono,Regular
CUST-05664,ID,Andi Rahmawati,Gold
CUST-05665,ID,Dewi Nuraini,Regular
CUST-05666,ID,Rudi Tjahyono,Regular
CUST-05667,ID,Rina Lestari,Regular
CUST-05668,MY,Aisyah Abdullah,Regular
CUST-05669,ID,Dewi Tjahyono,Silver
CUST-05670,ID,Rina Hidayat,Regular
CUST-05671,ID,Nur Sutanto,Regular
CUST-05672,ID,Andi Santoso,Gold
CUST-05673,ID,Eka Nuraini,Silver
CUST-05674,SG,Yeo Hui Min,Regular
CUST-05675,ID,Yoga Mahendra,Silver
CUST-05676,ID,Cahyo Permata,Gold
CUST-05677,MY,Hafiz Jamal,Gold
CUST-05678,MY,Haziq Basri,Silver
CUST-05679,ID,Andi Gunawan,Regular
CUST-05680,ID,Rina Pratama,Regular
CUST-05681,MY,Farah Rahman,Platinum
CUST-05682,ID,Agus Wijaya,Silver
CUST-05683,ID,Wulan Utami,Silver
CUST-05684,ID,Rudi Santoso,Silver
CUST-05685,SG,Goh Hui Min,Regular
CUST-05686,MY,Amir Roslan,Regular
CUST-05687,ID,Agus Mahendra,Regular
CUST-05688,ID,Rina Ramadhani,Regular
CUST-05689,ID,Ayu Hidayat,Gold
CUST-05690,MY,Khairul Othman,Silver
CUST-05691,SG,Ng Natalie,Regular
CUST-05692,ID,Wulan Lestari,Gold
CUST-05693,ID,Indra Hidayat,Regular
CUST-05694,ID,Rina Sutanto,Silver
CUST-05695,ID,Cahyo Pamungkas,Regular
CUST-05696,ID,Rina Gunawan,Regular
CUST-05697,ID,Sari Siregar,Platinum
CUST-05698,MY,Izzat Razak,Platinum
CUST-05699,ID,Yoga Pratama,Gold
CUST-05700,ID,Fajar Permata,Regular
CUST-05701,ID,Rina Siregar,Regular
CUST-05702,ID,Dwi Wijaya,Regular
CUST-05703,ID,Bambang Rahmawati,Gold
CUST-05704,SG,Chan Rachel,Silver
CUST-05705,ID,Rudi Lestari,Gold
CUST-05706,MY,Mohd Latif,Regular
CUST-05707,ID,Sari Rahmawati,Regular
CUST-05708,ID,Anisa Hidayat,Regular
CUST-05709,ID,Andi Saputra,Silver
CUST-05710,MY,Zulkifli Basri,Regular
CUST-05711,ID,Rina Permata,Platinum
CUST-05712,ID,Bambang Tjahyono,Regular
CUST-05713,MY,Nabila Rahman,Regular
CUST-05714,ID,Andi Siregar,Regular
CUST-05715,ID,Andi Tjahyono,Silver
CUST-05716,ID,Nur Pamungkas,Regular
CUST-05717,ID,Eka Halim,Silver
CUST-05718,MY,Aisyah Abdullah,Platinum
CUST-05719,MY,Hafiz Razak,Regular
CUST-05720,ID,Eka Saputra,Regular
CUST-05721,ID,Rudi Siregar,Regular
CUST-05722,ID,Rizki Utami,Regular
CUST-05723,MY,Aina Halim,Regular
CUST-05724,ID,Fajar Permata,Gold
CUST-05725,ID,Putri Pratama,Regular
CUST-05726,ID,Wulan Lestari,Regular
CUST-05727,ID,Rizki Permata,Silver
CUST-05728,ID,Indra Rahmawati,Silver
CUST-05729,ID,Andi Pamungkas,Regular
CUST-05730,ID,Fajar Nuraini,Regular
CUST-05731,ID,Rudi Permata,Regular
CUST-05732,ID,Indra Wibowo,Gold
CUST-05733,ID,Rina Sutanto,Regular
CUST-05734,ID,Rizki Nuraini,Gold
CUST-05735,MY,Siti Hisyam,Regular
CUST-05736,SG,Koh Yi Ling,Gold
CUST-05737,ID,Rudi Nuraini,Silver
CUST-05738,ID,Rizki Hidayat,Silver
CUST-05739,ID,Bambang Rahmawati,Regular
CUST-05740,ID,Anisa Tjahyono,Gold
CUST-05741,ID,Bambang Sutanto,Platinum
CUST-05742,ID,Anisa Nuraini,Regular
CUST-05743,SG,Quek Rachel,Silver
CUST-05744,SG,Quek Wei Ming,Regular
CUST-05745,ID,Nur Rahmawati,Regular
CUST-05746,ID,Dwi Pratama,Gold
CUST-05747,MY,Amir Kamal,Regular
CUST-05748,ID,Bambang Nuraini,Silver
CUST-05749,ID,Yoga Mahendra,Regular
CUST-05750,SG,Ng Hui Min,Regular
CUST-05751,ID,Sari Pratama,Regular
CUST-05752,MY,Syafiq Aziz,Gold
CUST-05753,ID,Rina Wibowo,Regular
CUST-05754,ID,Bambang Santoso,Silver
CUST-05755,MY,Izzat Ismail,Regular
CUST-05756,ID,Sari Pratama,Gold
CUST-05757,ID,Anisa Halim,Platinum
CUST-05758,ID,Rina Ramadhani,Silver
CUST-05759,ID,Nur Nugroho,Regular
CUST-05760,ID,Anisa Nugroho,Regular
CUST-05761,ID,Sari Ramadhani,Gold
CUST-05762,ID,Yoga Permata,Regular
CUST-05763,SG,Ong Wei Ming,Regular
CUST-05764,ID,Rudi Lestari,Regular
CUST-05765,ID,Agus Wibowo,Regular
CUST-05766,MY,Nurul Halim,Gold
CUST-05767,ID,Bambang Pamungkas,Regular
CUST-05768,ID,Anisa Nugroho,Regular
CUST-05769,ID,Cahyo Tjahyono,Silver
CUST-05770,ID,Anisa Permata,Regular
CUST-05771,MY,Hanis Razak,Regular
CUST-05772,ID,Wulan Pamungkas,Silver
